0,1,2,3,4,5,6,7,8,9,10,11,12,13
9,23,3,2,17,4,17,32,60,9,gzip,1,10,68.53
3,16,9,4,12,9,25,14,48,25,gzip,1,10.69,61.64
17,18,36,6,8,9,20,6,39,79,gzip,1,11.62,53.12
8,19,48,20,14,14,24,1,20,52,gzip,1,11.96,30.6
8,23,7,16,11,12,29,4,16,74,gzip,1,12.74,26.13
4,10,70,3,19,1,23,9,14,88,gzip,1,13.91,25.48
19,4,51,19,2,1,27,9,9,96,gzip,1,14.19,20.91
4,21,3,1,8,16,29,5,52,1,gzip,1,14.3,20.4
